digit,precision,recall,f1,support
0,0.9230769230769231,0.8,0.8571428571428571,15
1,0.6818181818181818,1.0,0.8108108108108109,15
2,0.5555555555555556,0.6666666666666666,0.6060606060606061,15
3,0.75,0.6,0.6666666666666666,15
4,0.6,0.2,0.3,15
5,0.47619047619047616,0.6666666666666666,0.5555555555555556,15
6,0.7894736842105263,1.0,0.8823529411764706,15
7,0.8,0.5333333333333333,0.64,15
8,0.5,0.6,0.5454545454545454,15
9,0.25,0.2,0.2222222222222222,15
