digit,precision,recall,f1,support
0,1.0,0.8,0.8888888888888888,15
1,0.5172413793103449,1.0,0.6818181818181818,15
2,0.6,0.8,0.6857142857142857,15
3,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
4,0.75,0.4,0.5217391304347826,15
5,1.0,0.8666666666666667,0.9285714285714286,15
6,0.8333333333333334,1.0,0.9090909090909091,15
7,0.7692307692307693,0.6666666666666666,0.7142857142857143,15
8,0.7058823529411765,0.8,0.75,15
9,0.375,0.2,0.2608695652173913,15
