digit,precision,recall,f1,support
0,1.0,0.8666666666666667,0.9285714285714286,15
1,0.42857142857142855,1.0,0.6,15
2,0.8235294117647058,0.9333333333333333,0.875,15
3,0.6428571428571429,0.6,0.6206896551724138,15
4,0.6666666666666666,0.4,0.5,15
5,1.0,0.8,0.8888888888888888,15
6,0.8823529411764706,1.0,0.9375,15
7,0.8125,0.8666666666666667,0.8387096774193549,15
8,1.0,0.4666666666666667,0.6363636363636364,15
9,0.2,0.13333333333333333,0.16,15
