digit,precision,recall,f1,support
0,0.9,0.6,0.72,15
1,0.7894736842105263,1.0,0.8823529411764706,15
2,0.5238095238095238,0.7333333333333333,0.6111111111111112,15
3,0.5625,0.6,0.5806451612903226,15
4,0.6428571428571429,0.6,0.6206896551724138,15
5,0.8333333333333334,0.6666666666666666,0.7407407407407407,15
6,0.75,1.0,0.8571428571428571,15
7,0.7857142857142857,0.7333333333333333,0.7586206896551724,15
8,0.625,0.6666666666666666,0.6451612903225806,15
9,0.625,0.3333333333333333,0.43478260869565216,15
