digit,precision,recall,f1,support
0,1.0,0.4,0.5714285714285714,15
1,0.7368421052631579,0.9333333333333333,0.8235294117647058,15
2,0.3076923076923077,0.26666666666666666,0.2857142857142857,15
3,0.4,0.4,0.4,15
4,0.8333333333333334,0.3333333333333333,0.47619047619047616,15
5,0.4,0.8,0.5333333333333333,15
6,0.56,0.9333333333333333,0.7,15
7,0.7142857142857143,0.6666666666666666,0.6896551724137931,15
8,0.5833333333333334,0.4666666666666667,0.5185185185185185,15
9,0.3,0.2,0.24,15
